key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
130,2,243190,45,"fang of water",0,"fangs of water",0,0,1,0,0,"Fang of Water","Deals ranged water damage with a potency of 2,000 to target and all enemies within 12 yalms of it.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Removes one beneficial status from target, thereby granting 100 TP
Damage is affected by magic damage increase effects of other beast gear, items, and abilities.
※Can only be used on Crucible battlegrounds.",""
131,2,243191,45,"fang of lightning",0,"fangs of lightning",0,0,1,0,0,"Fang of Lightning","Deals ranged lightning damage with a potency of 2,000 to target and all enemies within 12 yalms of it.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Afflicts target with <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Paralysis<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30s
Damage is affected by magic damage increase effects of other beast gear, items, and abilities.
※Can only be used on Crucible battlegrounds.",""
132,2,243192,45,"fang of earth",0,"fangs of earth",0,0,1,0,0,"Fang of Earth","Deals ranged earth damage with a potency of 2,000 to target and all enemies within 12 yalms of it.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Afflicts target with <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Heavy<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
Damage is affected by magic damage increase effects of other beast gear, items, and abilities.
※Can only be used on Crucible battlegrounds.",""
133,2,243193,45,"fang of wind",0,"fangs of wind",0,0,1,0,0,"Fang of Wind","Deals ranged wind damage with a potency of 2,000 to target and all enemies within 12 yalms of it.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15-yalm knockback
Damage is affected by magic damage increase effects of other beast gear, items, and abilities.
※Can only be used on Crucible battlegrounds.",""
134,2,243194,68,"vampiric fang",0,"vampiric fangs",0,0,1,0,0,"Vampiric Fang","Deals ranged piercing physical damage with a potency of 1,500 to target and all enemies within 12 yalms of it.
Potency increases up to 3,300 as your maximum HP increases, and damage is partially absorbed as HP.
※Can only be used on Crucible battlegrounds.",""
135,2,243195,378,"bottle of vampiric essence",0,"bottles of vampiric essence",0,0,1,0,0,"Vampiric Essence","Grants <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Life Siphon<UIGlow>01</UIGlow><UIForeground>01</UIForeground> to self or familiar.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Life Siphon Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Absorbs 10% of damage dealt as HP
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> When carrying demonic armor, duration increases to 90s
※Can only be used on Crucible battlegrounds.",""
136,2,243196,81,"tome of reflection",0,"tomes of reflection",0,0,1,0,0,"Tome of Reflection","Grants <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Reflect<UIGlow>01</UIGlow><UIForeground>01</UIForeground> to self or familiar.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Reflect Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Reflects most magic attacks back at the caster
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> When carrying a hexed hat, duration increases to 60s
※Can only be used on Crucible battlegrounds.",""
137,2,243197,63,"tome of the impervious",0,"tomes of the impervious",0,0,1,0,0,"Tome of the Impervious","Grants five stacks of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Blink<UIGlow>01</UIGlow><UIForeground>01</UIForeground> to self or familiar.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Blink Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Nullifies most physical attacks, reducing one stack per nullification
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 120s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Spirit of the Breathtaker Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Grants three additional stacks
※Can only be used on Crucible battlegrounds.",""
138,2,243198,315,"pinch of temporal sand",0,"pinches of temporal sands",0,0,1,0,0,"Temporal Sand","Grants <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Sandstill<UIGlow>01</UIGlow><UIForeground>01</UIForeground> to self.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Sandstill Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Returns you to the moment combat commences upon incapacitation
※Can only be used outside of combat.",""
139,2,243199,72,"pinch of celestial sand",0,"pinches of celestial sands",0,0,1,0,0,"Celestial Sand","Calls down a <UIForeground>02</UIForeground><UIGlow>11</UIGlow>Starstorm<UIForeground>01</UIForeground><UIGlow>01</UIGlow> that deals fire damage with a potency of 3,000 to target and all enemies within 18 yalms of it.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Increases <UIForeground>02</UIForeground><UIGlow>11</UIGlow>TP Gauge<UIForeground>01</UIForeground><UIGlow>01</UIGlow> by 50 for every enemy hit
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Reduces target's fire resistance by 20%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
Damage is affected by magic damage increase effects of other beast gear, items, and abilities.
※Can only be used on Crucible battlegrounds.",""
140,2,243200,189,"beast potion kit",0,"beast potion kits",0,0,1,0,0,"Beast Potion Kit","Grants <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Auto-potion<UIGlow>01</UIGlow><UIForeground>01</UIForeground> to self.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Auto-potion Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 40% of HP automatically when HP falls below 50%
50% chance for the effect to expire when triggered. Chance is reduced to 10% when under the effect of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Spirit of the Breathtaker<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 150s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> When carrying thief's garb, duration increases to 240s
※Can only be used on Crucible battlegrounds.",""
141,2,243201,32,"beast remedy kit",0,"beast remedy kits",0,0,1,0,0,"Beast Remedy Kit","Grants <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Auto-remedy<UIGlow>01</UIGlow><UIForeground>01</UIForeground> to self.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Auto-remedy Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Automatically cures the next status ailment suffered
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 240s
※Can only be used on Crucible battlegrounds.",""
142,2,243202,63,"spellforge tome",0,"spellforge tomes",0,0,1,0,0,"Spellforge Tome","Ensures all attacks deal magic damage. Effects also apply to familiars.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 180s
※Can only be used on Crucible battlegrounds.",""
143,2,243203,63,"steelsting tome",0,"steelsting tomes",0,0,1,0,0,"Steelsting Tome","Ensures all attacks deliver physical damage. Effects also apply to familiars.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 180s
※Can only be used on Crucible battlegrounds.",""
144,3,243076,0,"G1 primafodder",0,"G1 primafodders",0,0,1,0,0,"G1 Primafodder","Maximum HP +15%
Damage Dealt +5%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 10% of HP upon consumption
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Increases familiar's earned EXP by 25%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
145,3,243077,0,"G2 primafodder",0,"G2 primafodders",0,0,1,0,0,"G2 Primafodder","Maximum HP +30%
Damage Dealt +10%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 18% of HP upon consumption
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Increases familiar's earned EXP by 50%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
146,3,243078,0,"meat simular",0,"meat simulars",0,0,1,0,0,"Meat Simular","Physical Damage Dealt +20%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
147,3,243079,0,"hydrolixer",0,"hydrolixers",0,0,1,0,0,"Hydrolixer","<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +35%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
148,3,243080,0,"honey simular",0,"honey simulars",0,0,1,0,0,"Honey Simular","Physical Vulnerability -25%
<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +10%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
149,3,243081,0,"crab ball simular",0,"crab ball simulars",0,0,1,0,0,"Crab Ball Simular","Critical Hit Rate +35%
Magic Vulnerability -30%
Maximum HP +10%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 7% of HP upon consumption
[Suitable for soulkin.]",""
150,3,243082,0,"banana simular",0,"banana simulars",0,0,1,0,0,"Banana Simular","<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +10%
Grants one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Physical Damage Up<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon landing a critical hit.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Physical Damage Up Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Increases physical damage dealt by 10%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
151,3,243083,0,"berry simular",0,"berry simulars",0,0,1,0,0,"Berry Simular","Critical Hit Power +60
<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +10%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
152,3,243084,0,"egg simular",0,"egg simulars",0,0,1,0,0,"Egg Simular","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Haste<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +5%
Physical Damage Dealt +25%
[Suitable for beastkin, vilekin, cloudkin, wavekin, and scalekin.]",""
153,3,243085,0,"yellow egg simular",0,"yellow egg simulars",0,0,1,0,0,"Yellow Egg Simular","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Haste<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +15%
Damage Dealt +5%
Maximum HP +35%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 20% of HP upon consumption
[Suitable for seedkin.]",""
154,3,243086,0,"tomato simular",0,"tomato simulars",0,0,1,0,0,"Tomato Simular","Evasion +10%
Physical Damage Dealt +10%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, and ashkin.]",""
155,3,243087,0,"milk simular",0,"milk simulars",0,0,1,0,0,"Milk Simular","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Haste<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +5%
Maximum HP +50%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 26% of HP upon consumption
[Suitable for beastkin, vilekin, cloudkin, wavekin, and scalekin.]",""
156,3,243088,0,"rolanberry cheese simular",0,"rolanberry cheese simulars",0,0,1,0,0,"Rolanberry Cheese Simular","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Haste<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +5%
<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +25%
[Suitable for beastkin, vilekin, cloudkin, wavekin, and scalekin.]",""
157,3,243089,0,"porcini simular",0,"porcini simulars",0,0,1,0,0,"Porcini Simular","Poison Resistance +100%
Damage Taken -10%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
158,3,243090,0,"morel simular",0,"morel simulars",0,0,1,0,0,"Morel Simular","Paralysis Resistance +100%
Damage Taken -10%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
159,3,243091,0,"black truffle simular",0,"black truffle simulars",0,0,1,0,0,"Black Truffle Simular","Blind Resistance +100%
Damage Taken -10%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
160,3,243092,0,"white truffle simular",0,"white truffle simulars",0,0,1,0,0,"White Truffle Simular","Petrification Resistance +100%
Damage Taken -10%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
161,3,243093,0,"mushroom simular",0,"mushroom simulars",0,0,1,0,0,"Mushroom Simular","Sleep Resistance +100%
Damage Taken -10%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
162,3,243094,0,"sole simular",0,"sole simulars",0,0,1,0,0,"Sole Simular","Physical Damage Dealt +20%
TP Accumulation +50%
[Suitable for cloudkin.]",""
163,3,243095,0,"magnum water",0,"magnum waters",0,0,1,0,0,"Magnum Water","Maximum HP +30%
Damage Dealt +15%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 18% of HP upon consumption
Grants one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Rehabilitation<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon defeating an enemy.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Rehabilitation Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 3% of maximum HP at regular intervals
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 8
[Suitable for wavekin.]",""
164,3,243096,0,"blood simular",0,"blood simulars",0,0,1,0,0,"Blood Simular","Critical Hit Rate +50%
Damage Dealt +35%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Inflicts damage over time on self
[Suitable for vilekin.]",""
165,3,243097,0,"noble blood simular",0,"noble blood simulars",0,0,1,0,0,"Noble Blood Simular","Maximum HP +20%
Critical Hit Rate +15%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 13% of HP upon consumption
5% chance to grant one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Rehabilitation<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon landing a critical hit.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Rehabilitation Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 3% of maximum HP at regular intervals
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 8
[Suitable for wavekin.]",""
166,3,243098,0,"lily simular",0,"lily simulars",0,0,1,0,0,"Lily Simular","Damage Dealt +10%
Damage Taken -10%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Preserves the effects of feed when resting at a campsite
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
167,3,243099,0,"flounder simular",0,"flounder simulars",0,0,1,0,0,"Flounder Simular","Physical Damage Dealt +10%
30% chance to recover TP upon completing a combo with a familiar instinctual skill.
[Suitable for beastkin, vilekin, seedkin, wavekin, scalekin, and ashkin.]",""
168,3,243100,0,"white scorpion simular",0,"white scorpion simulars",0,0,1,0,0,"White Scorpion Simular","Grants <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Reflect<UIGlow>01</UIGlow><UIForeground>01</UIForeground> when summoned by a beastmaster.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Reflect Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Reflects most magic attacks back at the caster
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
[Suitable for scalekin.]",""
169,3,243101,0,"black scorpion simular",0,"black scorpion simulars",0,0,1,0,0,"Black Scorpion Simular","Damage Dealt +15%
Damage Taken -35%
3% chance to inflict <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Poison<UIGlow>01</UIGlow><UIForeground>01</UIForeground> on self upon suffering damage.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30s
[Suitable for scalekin.]",""
170,3,243102,0,"herring simular",0,"herring simulars",0,0,1,0,0,"Herring Simular","<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +25%
35% chance to recover TP upon completing a combo with a familiar instinctual skill.
[Suitable for cloudkin.]",""
171,3,243103,0,"angelfish simular",0,"angelfish simulars",0,1,1,0,0,"Angelfish Simular","Damage Taken -10%
TP Accumulation +30%
[Suitable for beastkin, vilekin, seedkin, wavekin, and ashkin.]",""
172,3,243104,0,"grape simular",0,"grape simulars",0,0,1,0,0,"Grape Simular","Critical Hit Rate +35%
Physical Damage Dealt +15%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
173,3,243105,0,"orange simular",0,"orange simulars",0,1,1,0,0,"Orange Simular","Critical Hit Rate +25%
<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +20%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
174,3,243106,0,"lugworm simular",0,"lugworm simulars",0,0,1,0,0,"Lugworm Simular","Maximum HP +30%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 18% of HP upon consumption
Grants one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Magic Vulnerability Down<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon suffering damage.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Magic Vulnerability Down Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Reduces magic damage taken by 5%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 8
[Suitable for soulkin.]",""
175,3,243107,0,"crucible tonic",0,"crucible tonics",0,0,1,0,0,"Crucible Tonic","Grants one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>High Wire<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon defeating an enemy.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>High Wire Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Increases damage dealt by 15% and reduces damage taken by 8%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 4
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
176,3,243108,0,"carrot simular",0,"carrot simulars",0,0,1,0,0,"Carrot Simular","Evasion +10%
<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +5%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, and ashkin.]",""
177,3,243109,0,"onion simular",0,"onion simulars",0,1,1,0,0,"Onion Simular","Evasion +15%
Damage Taken -5%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, and ashkin.]",""
178,3,243110,0,"lettuce simular",0,"lettuce simulars",0,0,1,0,0,"Lettuce Simular","Evasion +5%
Grants one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>High Wire<UIGlow>01</UIGlow><UIForeground>01</UIForeground> for each attack evaded.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>High Wire Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Increases damage dealt by 15% and reduces damage taken by 8%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 4
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, and ashkin.]",""
179,3,243111,0,"lemon simular",0,"lemon simulars",0,0,1,0,0,"Lemon Simular","<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +10%
Grants one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Blink<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon landing a critical hit.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Blink Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Nullifies most physical attacks, reducing one stack per nullification
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 120s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
180,3,243112,0,"untaming oil",0,"untaming oils",0,0,1,0,0,"Untaming Oil","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Haste<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +20%
Grants one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>High Wire<UIGlow>01</UIGlow><UIForeground>01</UIForeground> for each combo completed with a familiar instinctual skill.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>High Wire Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Increases damage dealt by 15% and reduces damage taken by 8%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 4
[Suitable for soulkin.]",""
181,3,243113,0,"mucus simular",0,"mucus simulars",0,0,1,0,0,"Mucus Simular","Damage Dealt +30%
Damage Taken -30%
Inflicts <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Nightmare<UIGlow>01</UIGlow><UIForeground>01</UIForeground> on self upon landing a critical hit.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30s
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
182,3,243114,0,"sap simular",0,"sap simulars",0,0,1,0,0,"Sap Simular","Physical Vulnerability -40%
<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +20%
[Suitable for scalekin.]",""
183,3,243115,0,"salt simular",0,"salt simulars",0,0,1,0,0,"Salt Simular","Evasion +25%
15% chance to grant <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Stoneskin<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon evading an attack.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Stoneskin Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Absorbs damage equivalent to 12% of maximum HP
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
[Suitable for soulkin.]",""
